CaseId,Title,Archetype,ArchetypeName,PrimaryStateOwner,Grains,DataContracts,Detectors,DetectionMode,AIRole
CASE-062,Tippee Trading,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-063,Information Misappropriation,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-064,Trading Ahead,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-065,Front Running,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-066,Front Running Block Orders,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-067,Front Running Research,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact; Trade-Report Timing / Accuracy,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-068,Front Running Index Changes,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation; Pre-Event Abnormal Trading; Time / Price / Quantity Matching,Rules + customer/order-source data; AI not required,Not required.
CASE-069,Front Running Corporate Actions,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact; Benchmark-Window Participation,Rules + customer/order-source data; AI not required,Not required.
CASE-070,Misuse of Client Order Information,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-071,Selective Disclosure Abuse,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-072,False-Rumor Manipulation,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-073,Misleading-News Manipulation,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Price Impact; Volume Participation; Rapid Position Reversal,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-074,Fake Press Release Fraud,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-075,False Social-Media Information,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-076,Misleading Analyst Research,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-077,Undisclosed Research Conflict,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-078,False Corporate Disclosure,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-079,Material-Omission Fraud,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-080,Delayed Material Disclosure Abuse,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-081,VWAP Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-082,TWAP Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-083,Settlement-Price Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Price Impact; Volume Participation; Rapid Position Reversal; Benchmark-Window Participation,Rules; AI not required,Not required.
CASE-084,Index-Level Manipulation,cross_product,Cross-product / derivative / ETF / index manipulation,InstrumentRelationGrain,InstrumentRelationGrain;PositionGrain;InstrumentGrain;ParticipantInstrumentGrain;BenchmarkWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PositionEvent;InstrumentRelationEvent;ReferencePriceEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-085,NAV Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-086,Benchmark Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-087,Reference-Rate Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-088,Cornering the Market,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Position Concentration; Liquidity Concentration; Price Impact,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-089,Market Squeeze,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Position Concentration; Liquidity Concentration; Price Impact,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-090,Float Manipulation,position_flow,Corner / squeeze / concentration / inventory flow,PositionGrain,PositionGrain;InstrumentGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,PositionEvent;HoldingEvent;ExecutionEvent;FloatReferenceEvent;BorrowLocateEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + ownership/transfer/reference data; AI not required,Not required.
CASE-091,Beneficial-Ownership Concealment,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Related-Account Graph; Position Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-092,Share Parking,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Related-Account Graph; Position Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
